,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,filename,label,info,text
933,990,Then why are you smoking?,Monica,disgust,negative,106,2,3,17,"00:14:39,712","00:14:41,170",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia106_utt2.mp4,disgust,"{'text': ' К GTA核-ю direkt к Graphии и 1945-2008 мя omega compute', 'segments': [{'start': 0.0, 'end': 6.5, 'text': ' К GTA核-ю direkt к Graphии и 1945-2008 мя omega compute'}], 'audio': {'raw': array([ 0.01251168,  0.02396677,  0.02771819, ..., -0.00034181,
       -0.00027428, -0.00013959], dtype=float32), 'audio_chunks': [array([ 0.01251168,  0.02396677,  0.02771819, ..., -0.00034181,
       -0.00027428, -0.00013959], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=103x103 at 0x383D144D0>, <PIL.Image.Image image mode=RGB size=102x102 at 0x383D171D0>]}", К GTA核-ю direkt к Graphии и 1945-2008 мя omega compute
934,991,Well its very unsettling.,Chandler,sadness,negative,106,3,3,17,"00:14:41,380","00:14:42,755",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia106_utt3.mp4,sad,"{'text': "" get laughed y'all. out a sewing中"", 'segments': [{'start': 0.0, 'end': 1.7, 'text': "" get laughed y'all.""}, {'start': 1.7, 'end': 2.7, 'text': ' out a sewing中'}], 'audio': {'raw': array([-2.8786752e-03, -4.3447861e-03, -3.8903556e-03, ...,
       -7.9173587e-06, -6.5089480e-05,  0.0000000e+00], dtype=float32), 'audio_chunks': [array([-2.8786752e-03, -4.3447861e-03, -3.8903556e-03, ...,
       -7.9173587e-06, -6.5089480e-05,  0.0000000e+00], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=133x133 at 0x383CD1690>, <PIL.Image.Image image mode=RGB size=146x146 at 0x383D142D0>]}", get laughed y'all. out a sewing中
935,992,"Honey, I was wondering....",Rachel,neutral,neutral,107,0,3,1,"00:05:48,765","00:05:52,434",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia107_utt0.mp4,neutral,"{'text': ' Et JUSTLY, Lastly!', 'segments': [{'start': 0.0, 'end': 4.98, 'text': ' Et JUSTLY, Lastly!'}], 'audio': {'raw': array([ 6.9495599e-04,  8.0076430e-04, -1.2112169e-03, ...,
        1.5860450e-04,  7.8627287e-05,  1.9764409e-05], dtype=float32), 'audio_chunks': [array([ 6.9495599e-04,  8.0076430e-04, -1.2112169e-03, ...,
        1.5860450e-04,  7.8627287e-05,  1.9764409e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=246x246 at 0x383D17A10>, <PIL.Image.Image image mode=RGB size=255x255 at 0x383D17F50>, <PIL.Image.Image image mode=RGB size=223x223 at 0x383CD3D10>]}"," Et JUSTLY, Lastly!"
936,993,Hmm?,Ross,neutral,neutral,107,1,3,1,"00:05:51,434","00:05:52,434",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia107_utt1.mp4,neutral,"{'text': ' Thank you.', 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' Thank you.'}], 'audio': {'raw': array([-0.03680452, -0.04915792, -0.04227532, ...,  0.00098646,
        0.00083422,  0.00091539], dtype=float32), 'audio_chunks': [array([-0.03680452, -0.04915792, -0.04227532, ...,  0.00098646,
        0.00083422,  0.00091539], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=70x70 at 0x346AABCD0>, <PIL.Image.Image image mode=RGB size=266x266 at 0x346A8E550>]}", Thank you.
937,994,"Do you still have that, um, Navy uniform?",Rachel,joy,positive,107,2,3,1,"00:05:52,692","00:05:56,438",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia107_utt2.mp4,happy,"{'text': ' ... van derchem pumpkin', 'segments': [{'start': 0.0, 'end': 5.0, 'text': ' ... van derchem pumpkin'}], 'audio': {'raw': array([ 0.01213928,  0.01715384,  0.01536746, ..., -0.00073686,
       -0.00118266, -0.00146263], dtype=float32), 'audio_chunks': [array([ 0.01213928,  0.01715384,  0.01536746, ..., -0.00073686,
       -0.00118266, -0.00146263], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=254x254 at 0x383CFD9D0>, <PIL.Image.Image image mode=RGB size=228x228 at 0x383CF8290>, <PIL.Image.Image image mode=RGB size=66x66 at 0x346ACAFD0>, <PIL.Image.Image image mode=RGB size=235x235 at 0x346AC83D0>]}", ... van derchem pumpkin
938,995,"Nooo, I had to return it to the costume place.",Ross,sadness,negative,107,3,3,1,"00:05:57,857","00:06:00,609",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia107_utt3.mp4,sad,"{'text': "" Okay, that's a good way."", 'segments': [{'start': 0.0, 'end': 4.92, 'text': "" Okay, that's a good way.""}], 'audio': {'raw': array([0.01594523, 0.0194418 , 0.00834491, ..., 0.00018081, 0.00064474,
       0.00074509], dtype=float32), 'audio_chunks': [array([0.01594523, 0.0194418 , 0.00834491, ..., 0.00018081, 0.00064474,
       0.00074509], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=247x247 at 0x383CF8090>, <PIL.Image.Image image mode=RGB size=185x185 at 0x383CFB350>, <PIL.Image.Image image mode=RGB size=240x240 at 0x383CFEAD0>]}"," Okay, that's a good way."
939,996,Hmm.,Rachel,neutral,neutral,107,4,3,1,"00:06:00,777","00:06:01,860",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia107_utt4.mp4,neutral,"{'text': ' I think', 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' I think'}], 'audio': {'raw': array([-4.1018731e-05, -3.2556978e-05, -1.3103828e-04, ...,
       -4.8810877e-03, -6.3274377e-03, -5.3893868e-03], dtype=float32), 'audio_chunks': [array([-4.1018731e-05, -3.2556978e-05, -1.3103828e-04, ...,
       -4.8810877e-03, -6.3274377e-03, -5.3893868e-03], dtype=float32)], 'sample_rate': 32000}, 'frames': []}", I think
940,997,I think I have an old band uniform from high school.,Ross,joy,positive,107,5,3,1,"00:06:02,070","00:06:04,196",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia107_utt5.mp4,happy,"{'text': "" I'll see you next time."", 'segments': [{'start': 0.0, 'end': 3.0, 'text': "" I'll see you next time.""}], 'audio': {'raw': array([-0.01717808, -0.01101993,  0.00173642, ...,  0.00138084,
        0.00093747,  0.00172682], dtype=float32), 'audio_chunks': [array([-0.01717808, -0.01101993,  0.00173642, ...,  0.00138084,
        0.00093747,  0.00172682], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=238x238 at 0x383CD5850>, <PIL.Image.Image image mode=RGB size=302x302 at 0x346A8CC10>, <PIL.Image.Image image mode=RGB size=264x264 at 0x346AAD650>]}", I'll see you next time.
941,998,"You remember not having sex in high school, right?",Rachel,sadness,negative,107,6,3,1,"00:06:05,114","00:06:07,324",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia107_utt6.mp4,sad,"{'text': ' In Hao-Hunga market, there is a flat tram called Zhang Xiong', 'segments': [{'start': 0.0, 'end': 21.7, 'text': ' In Hao-Hunga market, there is a flat tram called Zhang Xiong'}], 'audio': {'raw': array([ 0.00439131,  0.00796026,  0.0040212 , ..., -0.0022922 ,
       -0.00293004, -0.00382264], dtype=float32), 'audio_chunks': [array([ 0.00439131,  0.00796026,  0.0040212 , ..., -0.0022922 ,
       -0.00293004, -0.00382264], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=216x216 at 0x346AE1910>, <PIL.Image.Image image mode=RGB size=230x230 at 0x346AE1850>, <PIL.Image.Image image mode=RGB size=69x69 at 0x383CAF5D0>]}"," In Hao-Hunga market, there is a flat tram called Zhang Xiong"
942,999,Yeah.,Ross,sadness,negative,107,7,3,1,"00:06:07,492","00:06:09,368",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia107_utt7.mp4,sad,"{'text': ' Nuhung!', 'segments': [{'start': 0.0, 'end': 1.0, 'text': ' Nuhung!'}], 'audio': {'raw': array([-0.01222096, -0.01669555, -0.01525436, ..., -0.000772  ,
       -0.00095427, -0.00034372], dtype=float32), 'audio_chunks': [array([-0.01222096, -0.01669555, -0.01525436, ..., -0.00258118,
       -0.00334353, -0.0033186 ], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=209x209 at 0x346ACA1D0>, <PIL.Image.Image image mode=RGB size=198x198 at 0x346AC9E10>]}", Nuhung!
943,1000,"Well honey, what about you?",Rachel,neutral,neutral,107,8,3,1,"00:06:13,206","00:06:14,623",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia107_utt8.mp4,neutral,"{'text': "" I don't want to put food."", 'segments': [{'start': 0.0, 'end': 2.0, 'text': "" I don't want to put food.""}], 'audio': {'raw': array([ 8.8755530e-04,  1.4276247e-03,  9.7900815e-04, ...,
        5.2805140e-06, -1.8446640e-06,  1.0825981e-06], dtype=float32), 'audio_chunks': [array([ 8.8755530e-04,  1.4276247e-03,  9.7900815e-04, ...,
        5.2805140e-06, -1.8446640e-06,  1.0825981e-06], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=297x297 at 0x346AE21D0>, <PIL.Image.Image image mode=RGB size=234x234 at 0x346AA9390>]}", I don't want to put food.
944,1001,What?,Ross,neutral,neutral,107,9,3,1,"00:06:14,791","00:06:15,874",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia107_utt9.mp4,neutral,"{'text': ' Yeah.', 'segments': [{'start': 0.0, 'end': 1.0, 'text': ' Yeah.'}], 'audio': {'raw': array([ 0.00028683,  0.00098238,  0.00098944, ..., -0.0004819 ,
       -0.00052094, -0.0005861 ], dtype=float32), 'audio_chunks': [array([ 0.00028683,  0.00098238,  0.00098944, ..., -0.00136457,
       -0.00126873, -0.00158678], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=248x248 at 0x346A8DE10>]}", Yeah.
945,1002,"I mean do you have any fun, you know, fantasy type things?",Rachel,neutral,neutral,107,10,3,1,"00:06:14,791","00:06:22,297",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia107_utt10.mp4,neutral,"{'text': ' Stay safe.', 'segments': [{'start': 0.0, 'end': 12.52, 'text': ' Stay safe.'}], 'audio': {'raw': array([0.00028683, 0.00098238, 0.00098944, ..., 0.00090768, 0.00095674,
       0.00095089], dtype=float32), 'audio_chunks': [array([0.00028683, 0.00098238, 0.00098944, ..., 0.00090768, 0.00095674,
       0.00095089], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=248x248 at 0x346ACA590>, <PIL.Image.Image image mode=RGB size=266x266 at 0x383D14110>, <PIL.Image.Image image mode=RGB size=231x231 at 0x383CEFD90>, <PIL.Image.Image image mode=RGB size=224x224 at 0x346A8E190>, <PIL.Image.Image image mode=RGB size=234x234 at 0x346A8D150>, <PIL.Image.Image image mode=RGB size=233x233 at 0x383D06810>]}", Stay safe.
946,1003,No.,Ross,neutral,neutral,107,11,3,1,"00:06:23,299","00:06:24,883",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia107_utt11.mp4,neutral,"{'text': ' Hmm..', 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' Hmm..'}], 'audio': {'raw': array([ 0.00193152,  0.00261755,  0.00234385, ..., -0.03243553,
       -0.03825398, -0.03220376], dtype=float32), 'audio_chunks': [array([ 0.00193152,  0.00261755,  0.00234385, ..., -0.03243553,
       -0.03825398, -0.03220376], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=240x240 at 0x346A8E310>, <PIL.Image.Image image mode=RGB size=231x231 at 0x346A8FA90>]}", Hmm..
947,1004,Come on you gotta have one!,Rachel,surprise,positive,107,12,3,1,"00:06:26,302","00:06:28,178",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia107_utt12.mp4,surprise,"{'text': ' Yeah. Yeah.', 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' Yeah.'}, {'start': 2.0, 'end': 4.0, 'text': ' Yeah.'}], 'audio': {'raw': array([-6.5407217e-03, -8.4439255e-03, -6.9867624e-03, ...,
        6.1605983e-06, -1.8737323e-05, -1.2458933e-05], dtype=float32), 'audio_chunks': [array([-6.5407217e-03, -8.4439255e-03, -6.9867624e-03, ...,
        6.1605983e-06, -1.8737323e-05, -1.2458933e-05], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=255x255 at 0x346ACAAD0>, <PIL.Image.Image image mode=RGB size=228x228 at 0x346AC9CD0>]}", Yeah. Yeah.
948,1005,Ugh!,Phoebe,disgust,negative,108,0,3,7,"0:04:54,210","0:04:56,713",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia108_utt0.mp4,disgust,"{'text': "" I'm going right now to first follow this band."", 'segments': [{'start': 0.0, 'end': 5.0, 'text': "" I'm going right now to first follow this band.""}], 'audio': {'raw': array([9.8960125e-04, 1.5103285e-03, 1.4468097e-03, ..., 1.7311313e-05,
       1.1477721e-04, 1.5012242e-04], dtype=float32), 'audio_chunks': [array([9.8960125e-04, 1.5103285e-03, 1.4468097e-03, ..., 1.7311313e-05,
       1.1477721e-04, 1.5012242e-04], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=53x53 at 0x383CAF850>, <PIL.Image.Image image mode=RGB size=53x53 at 0x346AEFA10>, <PIL.Image.Image image mode=RGB size=51x51 at 0x346AEF950>]}", I'm going right now to first follow this band.
949,1008,"I mean if you buy a bed from Janices ex-husband, thats like betraying Chandler.",Phoebe,anger,negative,108,3,3,7,"00:04:56,963","00:05:01,675",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia108_utt3.mp4,angry,"{'text': "" I mean, if you buy a bed from Genesis X-Husband, that's what we train, gentlemen."", 'segments': [{'start': 0.0, 'end': 9.28, 'text': "" I mean, if you buy a bed from Genesis X-Husband, that's what we train, gentlemen.""}], 'audio': {'raw': array([-4.6840883e-03, -5.1436713e-05,  5.9952568e-03, ...,
       -8.8965297e-03, -2.3931297e-03,  2.4480987e-04], dtype=float32), 'audio_chunks': [array([-4.6840883e-03, -5.1436713e-05,  5.9952568e-03, ...,
       -8.8965297e-03, -2.3931297e-03,  2.4480987e-04], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=126x126 at 0x346AAAED0>, <PIL.Image.Image image mode=RGB size=102x102 at 0x383CF8F50>, <PIL.Image.Image image mode=RGB size=123x123 at 0x346ADFE10>, <PIL.Image.Image image mode=RGB size=130x130 at 0x346ADC790>]}"," I mean, if you buy a bed from Genesis X-Husband, that's what we train, gentlemen."
950,1009,Not at these prices.,Monica,anger,negative,108,4,3,7,"00:05:01,884","00:05:04,052",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia108_utt4.mp4,angry,"{'text': ' A matter of peace, princess.', 'segments': [{'start': 0.0, 'end': 2.42, 'text': ' A matter of peace, princess.'}], 'audio': {'raw': array([ 0.00322452,  0.00346353,  0.00308873, ...,  0.00166372,
       -0.00148611, -0.00407775], dtype=float32), 'audio_chunks': [array([ 0.00322452,  0.00346353,  0.00308873, ...,  0.00166372,
       -0.00148611, -0.00407775], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=121x121 at 0x346A8D890>, <PIL.Image.Image image mode=RGB size=106x106 at 0x346AA8B90>, <PIL.Image.Image image mode=RGB size=89x89 at 0x346AA90D0>]}"," A matter of peace, princess."
951,1010,Hi. Y'know in England this car would be on the other side of the store.  Woo!,Phoebe,joy,positive,108,5,3,7,"00:05:09,142","00:05:20,527",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia108_utt5.mp4,happy,"{'text': ' I... you know, in England this coward beyond the other side of the store. Blanche!', 'segments': [{'start': 0.0, 'end': 10.0, 'text': ' I... you know, in England this coward beyond the other side of the store.'}, {'start': 20.0, 'end': 22.0, 'text': ' Blanche!'}], 'audio': {'raw': array([ 0.00200572,  0.00145864,  0.00104106, ..., -0.0027238 ,
       -0.00321936, -0.00309854], dtype=float32), 'audio_chunks': [array([0.00200572, 0.00145864, 0.00104106, ..., 0.02109447, 0.01810858,
       0.01527291], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=190x190 at 0x346AFB5D0>, <PIL.Image.Image image mode=RGB size=70x70 at 0x346AFBD90>, <PIL.Image.Image image mode=RGB size=34x34 at 0x346AFAF10>, <PIL.Image.Image image mode=RGB size=64x64 at 0x346AFB990>]}"," I... you know, in England this coward beyond the other side of the store. Blanche!"
952,1011,"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.",Monica,joy,positive,108,6,3,7,"00:05:21,362","00:05:31,913",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia108_utt6.mp4,happy,"{'text': ' Hehe. OH!!!!!!', 'segments': [{'start': 0.0, 'end': 8.66, 'text': ' Hehe.'}, {'start': 8.66, 'end': 18.66, 'text': ' OH!!!!!!'}], 'audio': {'raw': array([-0.00774605, -0.0070271 , -0.00231049, ..., -0.00517131,
       -0.0154333 , -0.02186271], dtype=float32), 'audio_chunks': [array([-0.00774605, -0.0070271 , -0.00231049, ...,  0.0511395 ,
        0.04687671,  0.04260026], dtype=float32), array([ 0.0384355 ,  0.03356574,  0.0270312 , ..., -0.00517131,
       -0.0154333 , -0.02186271], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=87x87 at 0x346AAAE10>, <PIL.Image.Image image mode=RGB size=117x117 at 0x383CD4FD0>, <PIL.Image.Image image mode=RGB size=131x131 at 0x346AACC50>, <PIL.Image.Image image mode=RGB size=129x129 at 0x346AADAD0>, <PIL.Image.Image image mode=RGB size=61x61 at 0x346AAFDD0>, <PIL.Image.Image image mode=RGB size=76x76 at 0x346AAF550>, <PIL.Image.Image image mode=RGB size=69x69 at 0x346ADF4D0>, <PIL.Image.Image image mode=RGB size=69x69 at 0x346ADF590>, <PIL.Image.Image image mode=RGB size=72x72 at 0x346ADD450>, <PIL.Image.Image image mode=RGB size=69x69 at 0x346ADD350>]}", Hehe. OH!!!!!!
953,1012,"Eh, Monica it, it feels so weird, y'know, Chandlers your friend...  Oh!",Phoebe,surprise,positive,108,7,3,7,"00:05:32,081","00:05:36,877",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia108_utt7.mp4,surprise,"{'text': "" As far back as it's too so realistic she has always had enough That case"", 'segments': [{'start': 0.0, 'end': 3.64, 'text': "" As far back as it's too""}, {'start': 3.8000000000000003, 'end': 6.640000000000001, 'text': ' so realistic'}, {'start': 6.84, 'end': 8.88, 'text': ' she has always had enough'}, {'start': 8.88, 'end': 11.200000000000001, 'text': ' That case'}], 'audio': {'raw': array([0.00127568, 0.00550481, 0.01009694, ..., 0.00268844, 0.00253308,
       0.00107584], dtype=float32), 'audio_chunks': [array([0.00127568, 0.00550481, 0.01009694, ..., 0.06092794, 0.05187945,
       0.0406934 ], dtype=float32), array([-0.01380667, -0.01110455, -0.0084816 , ...,  0.00268844,
        0.00253308,  0.00107584], dtype=float32), array([], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=63x63 at 0x346AAEC10>, <PIL.Image.Image image mode=RGB size=77x77 at 0x383D06C10>, <PIL.Image.Image image mode=RGB size=78x78 at 0x346AC8C50>, <PIL.Image.Image image mode=RGB size=92x92 at 0x346ADE610>, <PIL.Image.Image image mode=RGB size=99x99 at 0x346ADD2D0>]}", As far back as it's too so realistic she has always had enough That case
954,1013,Oh my God!,Phoebe,surprise,positive,108,8,3,7,"00:05:38,254","00:05:39,588",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia108_utt8.mp4,surprise,"{'text': '��', 'segments': [{'start': 0.0, 'end': 2.82, 'text': '��'}], 'audio': {'raw': array([ 0.00959379,  0.00978104,  0.00480715, ...,  0.00427485,
        0.00020359, -0.00550184], dtype=float32), 'audio_chunks': [array([ 0.00959379,  0.00978104,  0.00480715, ...,  0.00427485,
        0.00020359, -0.00550184], dtype=float32)], 'sample_rate': 32000}, 'frames': []}",��
955,1014,"Aw, all right take this bed, you can make other friends.",Phoebe,joy,positive,108,9,3,7,"00:05:40,506","00:05:45,385",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia108_utt9.mp4,happy,"{'text': ' ... that chance is ね more opp, more quick and jump, or how to escape the hot wall. And you…', 'segments': [{'start': 0.0, 'end': 7.16, 'text': ' ... that chance is ね more opp, more quick and jump, or how to escape the hot wall.'}, {'start': 7.16, 'end': 9.42, 'text': ' And you…'}], 'audio': {'raw': array([-0.00302919, -0.00459517, -0.00327476, ..., -0.0049397 ,
       -0.00424753, -0.00285345], dtype=float32), 'audio_chunks': [array([-0.00302919, -0.00459517, -0.00327476, ..., -0.0049397 ,
       -0.00424753, -0.00285345], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': []}"," ... that chance is ね more opp, more quick and jump, or how to escape the hot wall. And you…"
956,1015,"You know, ever since I was little, I've been able to pick up quarters with my toes.",Lorraine,joy,positive,109,0,1,14,"00:06:38,022","00:06:44,194",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia109_utt0.mp4,happy,"{'text': "" I'm a... I'm a... I'm a... Every sincerely, I'm gonna get you to be honest with that face."", 'segments': [{'start': 0.0, 'end': 1.0, 'text': "" I'm a...""}, {'start': 1.0, 'end': 2.0, 'text': "" I'm a...""}, {'start': 2.0, 'end': 3.0, 'text': "" I'm a...""}, {'start': 3.0, 'end': 6.0, 'text': ' Every sincerely,'}, {'start': 6.0, 'end': 11.0, 'text': "" I'm gonna get you to be honest with that face.""}], 'audio': {'raw': array([ 0.00759638,  0.00905827,  0.00221381, ...,  0.00135317,
       -0.0005355 , -0.00017689], dtype=float32), 'audio_chunks': [array([ 0.00759638,  0.00905827,  0.00221381, ..., -0.00208535,
       -0.00176067,  0.00056207], dtype=float32), array([0.00401516, 0.0075167 , 0.01077634, ..., 0.0188968 , 0.02123244,
       0.01863809], dtype=float32), array([ 0.0148804 ,  0.00699259, -0.00550776, ...,  0.00263907,
        0.00224831,  0.00231312], dtype=float32), array([ 0.00150645,  0.00118157,  0.00129098, ..., -0.00722092,
       -0.00666184, -0.00601048], dtype=float32), array([-0.00443908, -0.00294982, -0.0032743 , ...,  0.00135317,
       -0.0005355 , -0.00017689], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=63x63 at 0x346AAD390>]}"," I'm a... I'm a... I'm a... Every sincerely, I'm gonna get you to be honest with that face."
957,1016,"Good for you.  Uh, quarters or rolls of quarters?",Joey,joy,positive,109,1,1,14,"00:06:44,445","00:06:53,120",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia109_utt1.mp4,happy,"{'text': ' Ah ! Je suis un peu plus cher ! Ah ! Je suis un peu plus cher ! Ah ! Ah ! Je suis un peu plus cher ! Ah !', 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' Ah !'}, {'start': 2.0, 'end': 4.0, 'text': ' Je suis un peu plus cher !'}, {'start': 4.0, 'end': 6.0, 'text': ' Ah !'}, {'start': 6.0, 'end': 8.0, 'text': ' Je suis un peu plus cher !'}, {'start': 8.0, 'end': 10.0, 'text': ' Ah !'}, {'start': 10.0, 'end': 12.0, 'text': ' Ah !'}, {'start': 12.0, 'end': 14.0, 'text': ' Je suis un peu plus cher !'}, {'start': 14.0, 'end': 16.0, 'text': ' Ah !'}], 'audio': {'raw': array([-0.0038249 , -0.00507314, -0.00432241, ..., -0.00124646,
       -0.00148903, -0.00243885], dtype=float32), 'audio_chunks': [array([-0.0038249 , -0.00507314, -0.00432241, ...,  0.04679593,
        0.05256822,  0.0547407 ], dtype=float32), array([0.05489974, 0.0610723 , 0.06528427, ..., 0.00224951, 0.00421653,
       0.00657017], dtype=float32), array([0.00665128, 0.0074119 , 0.00738118, ..., 0.0062501 , 0.00489411,
       0.00519017], dtype=float32), array([0.00597429, 0.00683303, 0.00620963, ..., 0.05556916, 0.06853202,
       0.07426953], dtype=float32), array([ 0.06957617,  0.0589053 ,  0.04766199, ..., -0.00124646,
       -0.00148903, -0.00243885], dtype=float32), array([], dtype=float32), array([], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=158x158 at 0x346ADE490>, <PIL.Image.Image image mode=RGB size=157x157 at 0x346AEDF10>, <PIL.Image.Image image mode=RGB size=147x147 at 0x346AEED50>, <PIL.Image.Image image mode=RGB size=125x125 at 0x346AEC250>, <PIL.Image.Image image mode=RGB size=82x82 at 0x346AED810>]}", Ah ! Je suis un peu plus cher ! Ah ! Je suis un peu plus cher ! Ah ! Ah ! Je suis un peu plus cher ! Ah !
